sep=,
SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL
CC=1C=CC(=CC1)N2C(=O)N(CC3=NC(=NO3)C(C)C)C(=O)C2C,Z270209970,328.367,328.367,2.165,-4.15,0,4,79.54,4,https://real.enamine.net/public-enum-files/Z270209970
CC=1C=C(Br)C=CC1C(=O)NC2=NCC(=O)N2,Z757870518,296.12,296.12,0.897,-3.62,2,3,70.56,3,https://real.enamine.net/public-enum-files/Z757870518
CN(CC1=CSC(CC=2C=CC=CC2)=N1)C3CCS(=O)(=O)C3,Z643286982,336.475,336.475,1.255,-2.111,0,4,50.27,5,https://real.enamine.net/public-enum-files/Z643286982
O=S(CCN1CCN(CC1)C2=NC=CS2)C=3C=CC=CC3,Z1021239798,321.464,321.464,1.945,-2.56,0,4,36.44,5,https://real.enamine.net/public-enum-files/Z1021239798
CCC1=NN=C(NC(=O)C=2C=NN(C2C(F)(F)F)C(C)(C)C)S1,Z776642774,347.361,347.361,1.319,-3.779,1,4,72.7,6,https://real.enamine.net/public-enum-files/Z776642774
CN1C=CSC1=NC(=O)CC=2C(F)=C(F)C(F)=C(F)C2F,Z192857464,322.255,322.255,4.372,-3.84,0,3,32.67,3,https://real.enamine.net/public-enum-files/Z192857464
CC(C)CC(C#N)NC(=O)C=1CC(ON1)C=2C=CC=CC2,Z1024080192,285.342,285.342,2.861,-4.14,1,4,74.48,6,https://real.enamine.net/public-enum-files/Z1024080192
COC=1C=CC(=CC1Cl)NC(=O)C2CC2C=3C=NN(C)C3,Z850625124,305.76,305.76,1.944,-2.42,1,3,56.15,5,https://real.enamine.net/public-enum-files/Z850625124
CCC1CN(CCO1)C(=O)C=2NN=C(C)C2Br,Z806067982,302.168,302.168,1.775,-2.75,1,3,58.22,3,https://real.enamine.net/public-enum-files/Z806067982
CCSC1=NN=C(C2=CC=CN=C2)N1C3CC3,Z247267094,246.333,246.333,1.564,-3.57,0,3,43.6,4,https://real.enamine.net/public-enum-files/Z247267094
CCN1C=CC(=O)N=C1SCC2=CSC(=N2)NC(C)=O,Z1029525296,310.398,310.398,0.359,-3.41,1,5,74.66,6,https://real.enamine.net/public-enum-files/Z1029525296
CC(NC(=O)CC1=CN2C=CC=CC2=N1)C3CCCO3,Z364103654,273.331,273.331,1.065,-2.044,1,3,55.63,5,https://real.enamine.net/public-enum-files/Z364103654
CCC1=NN=C(SC2=NN3C=C(C)N=C3S2)N1C,Z1030927868,280.375,280.375,1.163,-4.27,0,4,60.9,3,https://real.enamine.net/public-enum-files/Z1030927868
O=C(CN1N=C(OC1=O)C2=CC=CS2)NCC3CC3,Z268186290,279.317,279.317,1.278,-2.801,1,3,71,6,https://real.enamine.net/public-enum-files/Z268186290
O=C(CN1N=C(OC1=O)C2=CC=CS2)NC3CC3,Z104350974,265.29,265.29,0.889,-2.645,1,3,71,5,https://real.enamine.net/public-enum-files/Z104350974
CC1=CC(=NO1)NC(=O)CCN2N=C(OC2=O)C=3C=CC=CC3,Z1032583922,314.297,314.297,1.558,-3.55,1,4,97.03,6,https://real.enamine.net/public-enum-files/Z1032583922
O=C(NCCC1=NC=CN1C(F)F)NC=2C=CC(Cl)=C(Cl)C2,Z1031266496,349.163,349.163,2.823,-3.4,2,2,58.95,7,https://real.enamine.net/public-enum-files/Z1031266496
CN(C)CCSC1=NN=C2SC=3C=CC=CC3N12,Z20238903,278.399,278.399,2.467,-4.644,0,3,33.43,4,https://real.enamine.net/public-enum-files/Z20238903
CC1=CC=C(C2=NC(=CO2)CN(C)C3CCS(=O)(=O)C3)C(C)=C1,Z297638378,334.435,334.435,1.319,-3.46,0,4,63.41,4,https://real.enamine.net/public-enum-files/Z297638378
CN(CC1=NC=C(O1)C=2C=CC(Cl)=CC2)C3CCS(=O)(=O)C3,Z104581652,340.826,340.826,1.351,-2.81,0,4,63.41,4,https://real.enamine.net/public-enum-files/Z104581652
CCNC(=O)C1CC(=NO1)C2=CC=C(Cl)S2,Z734661844,258.726,258.726,2.635,-3.99,1,3,50.69,3,https://real.enamine.net/public-enum-files/Z734661844
CNC(=O)C1CCCN1C(=O)NCC=2C(F)=C(F)C=C(F)C2F,Z1513043991,333.282,333.282,1.64,-3.46,2,2,61.44,6,https://real.enamine.net/public-enum-files/Z1513043991
CCOC=1C=CC(=CC1)CN2CCN(CC2)C(=O)NC3=NN=CS3,Z409509272,347.437,347.437,2.277,-3.751,1,5,70.59,5,https://real.enamine.net/public-enum-files/Z409509272
CC1=NN2C(=O)C=C(CN(C)CCOC=3C=CC=CC3F)N=C2S1,Z645026440,348.397,348.397,0.909,-3.49,0,5,57.5,6,https://real.enamine.net/public-enum-files/Z645026440
CS(=O)(=O)CCN1CCCCC1C2=NC=3C=CC=CC3S2,Z644841464,324.464,324.464,1.911,-1.99,0,4,50.27,4,https://real.enamine.net/public-enum-files/Z644841464
CC(C)C1=NN=C(NC(=O)N(C)CC2COC=3C=CC=CC3O2)S1,Z412133702,348.422,348.422,3.092,-4.75,1,5,76.58,6,https://real.enamine.net/public-enum-files/Z412133702
CC1=CSC(=N1)N(C(=O)C=2C=CC=C(C2)N(C)C)C3CC3,Z1250552894,301.408,301.408,2.279,-3.759,0,3,36.44,5,https://real.enamine.net/public-enum-files/Z1250552894
CN1CCN(CC2=CC=CC=C21)C3=NC=C(S3)S(N)(=O)=O,Z1084021300,324.425,324.425,1.713,-3.574,1,5,79.53,2,https://real.enamine.net/public-enum-files/Z1084021300
C1=CC=2N=CN=C(C2S1)N3CCSCC3,Z645739004,237.347,237.347,2.138,-3.379,0,3,29.02,1,https://real.enamine.net/public-enum-files/Z645739004
CC(C)(C)C1=NN(CC2=NN=NN2C=3C=CC=CC3)C(=O)O1,Z1419626621,300.317,300.317,1.107,-2.29,0,5,85.5,4,https://real.enamine.net/public-enum-files/Z1419626621
FC(F)(F)C=1C=C(N2CCSCC2)N3N=CN=C3N1,Z645739938,289.282,289.282,1.223,-4.416,0,4,46.32,2,https://real.enamine.net/public-enum-files/Z645739938
CC(=O)C=1C=CC(=CC1)N2CCN(CC2)C(=O)NC3=NN=CS3,Z409509598,331.395,331.395,1.288,-4.39,1,5,78.43,5,https://real.enamine.net/public-enum-files/Z409509598
CC1=NN2C(=O)C=C(CN(C)C3CCCCCC3)N=C2S1,Z645603040,306.428,306.428,1.376,-3.4,0,4,48.27,3,https://real.enamine.net/public-enum-files/Z645603040
CC=1C=C(N2CCCSCC2)N3N=CN=C3N1,Z645615794,249.337,249.337,0.977,-3.341,0,4,46.32,1,https://real.enamine.net/public-enum-files/Z645615794
O=C(CN1N=C(OC1=O)C=2C=CC(F)=CC2)N3CCCCC3,Z100460110,305.305,305.305,1.936,-3.734,0,3,62.21,4,https://real.enamine.net/public-enum-files/Z100460110
O=C(CN1N=C(OC1=O)C=2C=CC(F)=CC2)NCC3=CC=CC=C3F,Z101266482,345.301,345.301,2.616,-4.741,1,3,71,6,https://real.enamine.net/public-enum-files/Z101266482
O=C(CN1N=C(OC1=O)C=2C=CC(F)=CC2)NCC3CCCO3,Z100506786,321.304,321.304,1.44,-3.389,1,4,80.23,6,https://real.enamine.net/public-enum-files/Z100506786
COC=1C=CC=CC1NC(=O)CN2N=C(OC2=O)C=3C=CC(F)=CC3,Z100488486,343.31,343.31,1.932,-4.636,1,4,80.23,6,https://real.enamine.net/public-enum-files/Z100488486
O=C(NCCC1=CCCCC1)NC=2C=CC=NC2Cl,Z827059018,279.765,279.765,3.555,-4.436,2,2,54.02,6,https://real.enamine.net/public-enum-files/Z827059018
CCN(C1=NN2C(=O)C=C(C)N=C2S1)C(C)C,Z646618176,252.338,252.338,0.98,-3.43,0,4,48.27,3,https://real.enamine.net/public-enum-files/Z646618176
O=C(CN1C=C(C=N1)NC=2N=CC=C(N2)C(F)(F)F)NC3CC3,Z646440716,326.278,326.278,1.273,-2.483,2,5,84.73,7,https://real.enamine.net/public-enum-files/Z646440716
CC(C)C1=NN=C(NC(=O)N(CC=2C=CC=CN2)C3CC3)S1,Z412135508,317.411,317.411,1.918,-3.51,1,4,71.01,7,https://real.enamine.net/public-enum-files/Z412135508
CCOC=1C=C2CC(C)OC2=CC1CNC(=O)NC3=NN=C(C)S3,Z410631842,348.422,348.422,3.298,-3.89,2,5,85.37,7,https://real.enamine.net/public-enum-files/Z410631842
O=C(CSC1=NNC(=O)N1CC2CCCO2)NC=3C=C(F)C=CC3F,Z24700265,370.376,370.376,1.215,-4.684,2,4,83.03,7,https://real.enamine.net/public-enum-files/Z24700265
CCN1C(=O)NN=C1SCC2=CSC(C)=N2,Z24697610,256.35,256.35,1.281,-3.035,1,3,57.59,4,https://real.enamine.net/public-enum-files/Z24697610
CC(NC(=O)CN1N=C(OC1=O)C=2C=CC=CC2)C3CCCO3,Z396968540,317.34,317.34,1.606,-3.43,1,4,80.23,6,https://real.enamine.net/public-enum-files/Z396968540
CCN(CC)C=1C=CC(=CN1)NC(=O)N2CCSCC2,Z434538696,294.417,294.417,2.789,-3.03,1,3,48.47,6,https://real.enamine.net/public-enum-files/Z434538696
CC=1C=C(C)N2N=C(N=C2N1)C(=O)NC(C)C3CCCO3,Z364098906,289.334,289.334,1.184,-2.327,1,5,81.41,4,https://real.enamine.net/public-enum-files/Z364098906
CC=1C=C(C)N2N=CC(C(=O)NC(C)C3CCCO3)=C2N1,Z396972090,288.346,288.346,1.624,-2.23,1,4,68.52,4,https://real.enamine.net/public-enum-files/Z396972090
CC1=NN(C)C2=NC(C)=C(C=C12)C(=O)NC(C)C3CCCO3,Z364104702,302.372,302.372,1.348,-2.57,1,4,69.04,4,https://real.enamine.net/public-enum-files/Z364104702
O=C(CSC1=NN=C(O1)C2=CC=CS2)N3CCOCC3,Z24940449,311.383,311.383,0.551,-4.119,0,4,68.46,5,https://real.enamine.net/public-enum-files/Z24940449
CC(C)C1=NN=C(NC(=O)NCC2CCN(C2)C=3C=CC=CC3)S1,Z412133272,345.464,345.464,2.984,-4.6,2,4,70.15,7,https://real.enamine.net/public-enum-files/Z412133272
CC1CC(C(N)=O)C=2C=CC=CC2N1CC3=NC=C(Cl)N3C,Z647165846,318.802,318.802,1.564,-2.79,1,3,64.15,3,https://real.enamine.net/public-enum-files/Z647165846
COC=1C=CC=CC1CN(CC2CCCO2)C(=O)NC3=NN=CS3,Z432143872,348.422,348.422,1.948,-4.13,1,5,76.58,8,https://real.enamine.net/public-enum-files/Z432143872
CC1=NN2C(=O)C=C(CN(C)CC=3C(C)=NOC3C)N=C2S1,Z647425620,319.384,319.384,-0.569,-1.71,0,5,74.3,4,https://real.enamine.net/public-enum-files/Z647425620
CC1=NC(=CS1)CS(=O)(=O)C2=NC=CN2C,Z827112646,257.335,257.335,0.153,-0.76,0,4,64.85,3,https://real.enamine.net/public-enum-files/Z827112646
O=C(CN1N=NC(=N1)C2=CC=CC(F)=C2)NC(=O)NC3CC3,Z51621946,304.28,304.28,1.808,-3.122,2,5,101.8,7,https://real.enamine.net/public-enum-files/Z51621946
CCN(CC(=O)NC)C(=O)C1=CC(Cl)=C(Cl)N1C,Z434822858,292.161,292.161,1.209,-2.94,1,2,54.34,6,https://real.enamine.net/public-enum-files/Z434822858
CSCCC1NC(=O)N(CC2=NC(=NO2)C=3C=CC(C)=CC3)C1=O,Z25764964,346.406,346.406,1.319,-4.34,1,4,88.33,6,https://real.enamine.net/public-enum-files/Z25764964
CCC=1N=NSC1C(=O)NCCC2=C(C)NC=3C=CC=CC23,Z1038842594,314.407,314.407,2.487,-3.923,2,3,70.67,6,https://real.enamine.net/public-enum-files/Z1038842594
CCN(CC)C(=O)C=1SC=CC1S(=O)(=O)N2CCSCC2,Z898607644,348.508,348.508,1.425,-3.625,0,3,57.69,6,https://real.enamine.net/public-enum-files/Z898607644
C=CCN(C(=O)C1=CC(C)=NC2=CC=CC=C12)C3CCS(=O)(=O)C3,Z1038330594,344.43,344.43,1.225,-3.686,0,4,67.34,5,https://real.enamine.net/public-enum-files/Z1038330594
COCCC1(CNC(=O)C=2C=CC=CC2Cl)CCCC1,Z1420538991,295.805,295.805,2.814,-3.911,1,2,38.33,7,https://real.enamine.net/public-enum-files/Z1420538991
CC1=CN=C(S1)C(NC(=O)C(C)C=2C(C)=NN(C)C2C)C3CC3,Z1265158112,332.466,332.466,1.636,-1.912,1,3,59.81,6,https://real.enamine.net/public-enum-files/Z1265158112
CCSC1=NN=C(NC(=O)C=2NC(C)=C(C(C)=O)C2C)S1,Z26407740,324.425,324.425,2.097,-5.658,2,4,87.74,6,https://real.enamine.net/public-enum-files/Z26407740
O=C(NCCC1=CNC2=CC=CC=C12)C3CC3(Cl)Cl,Z26394895,297.179,297.179,2.559,-4.271,2,1,44.89,5,https://real.enamine.net/public-enum-files/Z26394895
O=C(NCCC=1C=CC(Cl)=CC1)C2CCCN(CC(F)(F)F)C2,Z808670180,348.791,348.791,3.712,-3.772,1,2,32.34,7,https://real.enamine.net/public-enum-files/Z808670180
CCN1N=C(C)C(C(=O)NC2CCCC=3OC=CC32)=C1Cl,Z1264564612,307.776,307.776,1.886,-3.285,1,2,60.06,4,https://real.enamine.net/public-enum-files/Z1264564612
CC(C)OC=1N=CC=CC1CNC(=O)C=2C=C(NN2)C3CC3,Z435230778,300.356,300.356,2.67,-2.64,2,4,79.9,7,https://real.enamine.net/public-enum-files/Z435230778
CC=1N=CSC1C(=O)N2CSCC2C(=O)NC(C)(C)C,Z1079386362,313.442,313.442,1.507,-3.697,1,3,62.3,5,https://real.enamine.net/public-enum-files/Z1079386362
C=C(C)CN(CC)C(=O)C=1C=C(F)C(F)=C(F)C1F,Z86612876,275.243,275.243,2.786,-3.75,0,1,20.31,5,https://real.enamine.net/public-enum-files/Z86612876
O=C1NC(CC=2C=CC(=CN2)C(F)(F)F)=NC=3C=CC(F)=CC13,Z732637630,323.246,323.246,2.106,-4.2,1,3,54.35,3,
CC1CN(CCS1)C(=O)C=2C=CC=C(C2)N3C=CN=N3,Z1517556786,288.37,288.37,1.997,-3.607,0,3,51.02,3,https://real.enamine.net/public-enum-files/Z1517556786
CCCN1N=C(C(=O)NC2=NN=C(CC)S2)C=3C=CC=CC3C1=O,Z26824563,343.405,343.405,1.788,-4.86,1,5,87.55,6,https://real.enamine.net/public-enum-files/Z26824563
CCC1=NN=C(NC(=O)C2=CC=3CCCC3S2)S1,Z26823242,279.384,279.384,2.91,-4.565,1,3,54.88,4,https://real.enamine.net/public-enum-files/Z26823242
CCC1=NC(=CS1)CN(C)CC2=CC=CS2,Z271193444,252.402,252.402,2.762,-2.376,0,2,16.13,5,https://real.enamine.net/public-enum-files/Z271193444
CC1(CNC(=O)NC=2C=NN(C2)CC(F)(F)F)CCCS1,Z1411455065,322.351,322.351,1.769,-3.684,2,2,58.95,7,https://real.enamine.net/public-enum-files/Z1411455065
COCC(NC(=O)NC1=NN=C(S1)C2CC2)C3=CC=C(C)O3,Z1321185212,322.385,322.385,2.093,-3.22,2,4,89.28,8,https://real.enamine.net/public-enum-files/Z1321185212
CC=1N=C(C)C(C#N)=C(N1)SCC2=CSC(=N2)N(C)C3CC3,Z1415883286,331.462,331.462,2.804,-3.615,0,5,65.7,5,https://real.enamine.net/public-enum-files/Z1415883286
O=C(CCC(F)(F)F)NC1CCN(C1)C=2C=CC=C(Cl)C2,Z1355040154,320.738,320.738,2.676,-4.326,1,2,32.34,6,https://real.enamine.net/public-enum-files/Z1355040154
O=C(NNC(=O)C=1C=CC=CC1F)C=2C=CC=C(C2)C(F)(F)F,Z27053884,326.246,326.246,3.259,-5.279,2,2,58.2,6,https://real.enamine.net/public-enum-files/Z27053884
CCC(C)N1C=NC(=C1)S(=O)(=O)NC2=NN=CS2,Z1517096861,287.365,287.365,0.497,-2.95,1,5,89.77,5,https://real.enamine.net/public-enum-files/Z1517096861
CC=1C=CC(C(=O)NNC(=O)CC(C)C)=C(C)C1,Z27110653,248.321,248.321,2.426,-4.329,2,2,58.2,6,https://real.enamine.net/public-enum-files/Z27110653
CSC=1C=CC(=CC1[N+]([O-])=O)C(=O)NC2=NN=C(S2)C3CC3,Z27165635,336.392,336.392,2.51,-5.19,1,5,98.02,6,https://real.enamine.net/public-enum-files/Z27165635
CS(=O)(=O)C=1C=CC=C(C1)C(=O)NC2=NN=C(S2)C3CC3,Z27166586,323.393,323.393,0.662,-3.55,1,5,89.02,5,https://real.enamine.net/public-enum-files/Z27166586
O=C(CC=1C=CC=C(C1)C(F)(F)F)NC2=NN=C(S2)C3CC3,Z27167291,327.327,327.327,3.044,-4.29,1,3,54.88,6,https://real.enamine.net/public-enum-files/Z27167291
CC1=CSC=C1C(=O)N2CCOCC2CC(=O)C3=CC=CO3,Z1517831733,319.377,319.377,2,-3.744,0,3,59.75,5,https://real.enamine.net/public-enum-files/Z1517831733
CCC=1N=CSC1C(=O)N2CCOCC2CC(=O)C3=CC=CO3,Z1517833255,334.392,334.392,1.48,-3.793,0,4,72.64,6,https://real.enamine.net/public-enum-files/Z1517833255
CC(C)C1=NC(=CS1)C(=O)N2CCOCC2CC(=O)C3=CC=CO3,Z1517836942,348.419,348.419,1.879,-3.744,0,4,72.64,6,https://real.enamine.net/public-enum-files/Z1517836942
CC1=NC(C)=C(S1)C(=O)N2CCOCC2CC(=O)C3=CC=CO3,Z1517831542,334.392,334.392,1.45,-3.09,0,4,72.64,5,https://real.enamine.net/public-enum-files/Z1517831542
CC1(CCS(=O)(=O)C1)NC(=O)CCC2=CC=C(O2)C=3C=CC=CC3,Z27327758,347.43,347.43,1.848,-3.625,1,3,76.38,5,https://real.enamine.net/public-enum-files/Z27327758
CCOC(=O)NC1CCCN(C1)C(=O)C=2C=CC=CC2C,Z435775718,290.358,290.358,2.407,-3.565,1,2,58.64,6,https://real.enamine.net/public-enum-files/Z435775718
CC=1N=C(SC1C(C)N(C)C(=O)C2CCS(=O)(=O)C2)C(C)C,Z1518293560,344.495,344.495,0.596,-2.145,0,4,67.34,5,https://real.enamine.net/public-enum-files/Z1518293560
CN1C=C(C=N1)C(C)(C)NCC=2C=CC(F)=C(C2)C(F)(F)F,Z1517977912,315.31,315.31,2.517,-2.59,1,2,29.85,5,https://real.enamine.net/public-enum-files/Z1517977912
CC=1N=C(SC1C(C)N(C)C(=O)NCC2CCCS2)C(C)C,Z1518176059,341.538,341.538,2.986,-3.68,1,2,45.23,7,https://real.enamine.net/public-enum-files/Z1518176059
O=C(C=CC1=C(Cl)N=C2C=CC=CN12)N3CCCCCC3,Z27703090,303.787,303.787,3.457,-4.463,0,2,37.61,3,https://real.enamine.net/public-enum-files/Z27703090
O=C(CCC=1C=CC=CC1Cl)NC2=NN=C(N2)C(F)(F)F,Z86587260,318.682,318.682,3.151,-4.8,2,3,70.67,6,https://real.enamine.net/public-enum-files/Z86587260
CC(C)(C)CC(=O)NNC(=O)C=1C=CC=C(C1)[N+]([O-])=O,Z27730961,279.292,279.292,2.342,-4.176,2,4,101.34,7,
N#CC1(CCSCC1)NC(=O)C=2C=COC2,Z1517961939,236.292,236.292,-0.012,-2.727,1,2,66.03,3,https://real.enamine.net/public-enum-files/Z1517961939
O=C1NC(CC=2N=CC(=CC2Cl)C(F)(F)F)=NC=3C=CC=CC13,Z666585622,339.7,339.7,2.647,-4.65,1,3,54.35,3,
CC(C)CC(=O)NNC(=O)C=1C=CC(F)=CC1,Z27778456,238.259,238.259,2.113,-3.601,2,2,58.2,6,https://real.enamine.net/public-enum-files/Z27778456
CCC=1C=C(SC1C)C(=O)N2CCSCC2,Z437583212,255.402,255.402,2.76,-4.338,0,1,20.31,3,https://real.enamine.net/public-enum-files/Z437583212
CC1=C(OC=2C(F)=CC=CC12)C(=O)N3CCSCC3,Z437584530,279.332,279.332,2.766,-4.65,0,1,33.45,2,https://real.enamine.net/public-enum-files/Z437584530
CN1N=C(CC(=O)N2CCSCC2)C=3C=CC=CC3C1=O,Z437587206,303.381,303.381,0.449,-3.351,0,3,52.98,3,https://real.enamine.net/public-enum-files/Z437587206
CC1=NN(N=C1C(=O)N2CCSCC2)C=3C=CC=CC3,Z437583970,288.37,288.37,2.331,-3.29,0,3,51.02,3,https://real.enamine.net/public-enum-files/Z437583970
CCN1C(=O)C(C)=NC=2C=C(C=CC21)C(=O)N3CCSCC3,Z437580852,317.408,317.408,1.257,-2.8,0,3,52.98,3,https://real.enamine.net/public-enum-files/Z437580852
COCC1=C(SC2=CC=CC(F)=C12)C(=O)N3CCSCC3,Z437578050,325.424,325.424,2.633,-4.804,0,2,29.54,4,https://real.enamine.net/public-enum-files/Z437578050
CC=1NC=2C=CC(C)=CC2C1CC(=O)N3CCSCC3,Z655148366,288.41,288.41,2.918,-4.09,1,1,36.1,3,https://real.enamine.net/public-enum-files/Z655148366
CCOC1=CC=C2C=C(NC2=C1)C(=O)N3CCSCC3,Z655150398,290.382,290.382,2.456,-4.574,1,2,45.33,4,https://real.enamine.net/public-enum-files/Z655150398
COC1=CC=C2OC(C(=O)N3CCSCC3)=C(C)C2=C1,Z437578136,291.367,291.367,2.711,-4.38,0,2,42.68,3,https://real.enamine.net/public-enum-files/Z437578136
O=C(C=1C=C(NN1)C=2C=CC(F)=CC2)N3CCSCC3,Z437577652,291.346,291.346,2.502,-4.796,1,2,48.99,3,https://real.enamine.net/public-enum-files/Z437577652
O=C(C=1C=C(ON1)C=2C=CC=C(Cl)C2)N3CCSCC3,Z655148760,308.784,308.784,2.819,-4.797,0,2,46.34,3,https://real.enamine.net/public-enum-files/Z655148760
O=C(CCC1=NN=C(O1)C=2C=CC=CC2)N3CCSCC3,Z437582700,303.381,303.381,0.339,-3.536,0,3,59.23,5,https://real.enamine.net/public-enum-files/Z437582700
CC(C)C=1C=CC(=CC1)C2=NOC(CCC(=O)N3CCSCC3)=N2,Z437588480,345.461,345.461,2.666,-4.955,0,3,59.23,6,https://real.enamine.net/public-enum-files/Z437588480
CC1=NN(C(C)=C1C(=O)C(=O)N2CCSCC2)C=3C=CC=CC3,Z437583030,329.419,329.419,2.262,-3.844,0,3,55.2,4,https://real.enamine.net/public-enum-files/Z437583030
CCC=1N=NSC1C(=O)N2CCSCC2,Z437578678,243.352,243.352,0.487,-2.66,0,3,46.09,3,https://real.enamine.net/public-enum-files/Z437578678
O=C(C1=CN=CN1C=2C=CC=CC2)N3CCSCC3,Z437581766,273.355,273.355,1.792,-3.485,0,2,38.13,3,https://real.enamine.net/public-enum-files/Z437581766
CC1=C(C=NN1C2=CC=CC=C2F)C(=O)N3CCSCC3,Z437585936,305.372,305.372,2.272,-3.534,0,2,38.13,3,https://real.enamine.net/public-enum-files/Z437585936
CC=1N=CSC1C(=O)N2CCSCC2,Z437577736,228.337,228.337,0.734,-2.62,0,2,33.2,2,https://real.enamine.net/public-enum-files/Z437577736
CCOC=1C=CC=CC1C2=CC(=NN2)C(=O)N3CCSCC3,Z437584990,317.408,317.408,2.271,-4.85,1,3,58.22,5,https://real.enamine.net/public-enum-files/Z437584990
CC(C)CC1=NN=C(NC(=O)CC=2C=CSC2)S1,Z27917205,281.4,281.4,2.82,-3.828,1,3,54.88,6,https://real.enamine.net/public-enum-files/Z27917205
O=C(CN1CSCC1=O)NC2=NC=3C=CC(F)=CC3S2,Z27969383,311.358,311.358,2.31,-4.54,1,3,62.3,4,https://real.enamine.net/public-enum-files/Z27969383
C1=COC(=C1)C2=NOC(CN3CCSCC3)=N2,Z433866060,251.306,251.306,1.46,-1.904,0,3,55.3,3,https://real.enamine.net/public-enum-files/Z433866060
CCC1=CC=2C(=O)N(C=NC2S1)CC3=CSC(CC)=N3,Z335884656,305.421,305.421,2.594,-3.963,0,3,45.56,4,https://real.enamine.net/public-enum-files/Z335884656
FC=1C=CC(=CC1)C2=NOC(CN3CCSCC3)=N2,Z433866530,279.335,279.335,2.221,-3.157,0,3,42.16,3,https://real.enamine.net/public-enum-files/Z433866530
C=1C=CC(=CC1)C2=NN=C(CN3CCSCC3)O2,Z433873418,261.344,261.344,1.174,-2.881,0,3,42.16,3,https://real.enamine.net/public-enum-files/Z433873418
C1=CC(=CC=N1)CCN2CCSCC2,Z433873504,208.325,208.325,1.383,-1.035,0,2,16.13,3,https://real.enamine.net/public-enum-files/Z433873504
CS(=O)(=O)C=1C=CC=2N=C(NC(=O)CC3CCCC3)SC2C1,Z28180081,338.448,338.448,2.907,-4.858,1,4,76.13,5,https://real.enamine.net/public-enum-files/Z28180081
O=C(NC1=CC(=CNC1=O)C(F)(F)F)C=2C=CN=C(Cl)C2,Z432185640,317.651,317.651,1.116,-4.277,2,3,71.09,4,https://real.enamine.net/public-enum-files/Z432185640
CC(OC=1C=CC=CC1C(F)(F)F)C(=O)NC2CCSCC2,Z1048166152,333.371,333.371,2.941,-4.637,1,2,38.33,6,https://real.enamine.net/public-enum-files/Z1048166152
CC1=CC(=O)C(=NN1C2=CC=CC=C2Cl)C(=O)NCC3CC3,Z288776678,317.77,317.77,2.706,-3.53,1,4,61.77,5,https://real.enamine.net/public-enum-files/Z288776678
CC=1C=CC(=CC1)C2=CSC(=S)N2CC(=O)NCC3CC3,Z275846874,318.46,318.46,3.386,-5.43,1,1,32.34,6,https://real.enamine.net/public-enum-files/Z275846874
CC=1N=C(SC1C(=O)N2CCC(CC(N)=O)CC2)C=3C=CSC3,Z438009856,349.474,349.474,0.985,-3.57,1,3,76.29,5,https://real.enamine.net/public-enum-files/Z438009856
CC=1C=CC(=CC1)N2N=NN=C2N3CCSCC3,Z729052166,261.348,261.348,2.368,-3.981,0,4,46.84,2,https://real.enamine.net/public-enum-files/Z729052166
COCC1=NN(CC=2SC(C)=NC2C)C(=O)O1,Z1416614436,255.295,255.295,-0.039,-0.727,0,4,64.02,4,https://real.enamine.net/public-enum-files/Z1416614436
N#CC=1C=CC(=CC1Cl)S(=O)(=O)NC2=CC(=NN2)C(F)(F)F,Z1473042354,350.705,350.705,2.906,-4.591,2,4,98.64,4,https://real.enamine.net/public-enum-files/Z1473042354
CC1SCCN(C2=C(C#N)C(=O)N(C)C(=O)N2C)C1C,Z1228445636,294.374,294.374,1.648,-2.781,0,4,67.65,1,https://real.enamine.net/public-enum-files/Z1228445636
CC1=CC(CN2C(=O)C3=CC=CC=C3CS2(=O)=O)=NN1C,Z1446878362,305.354,305.354,1.233,-2.29,0,4,72.27,2,https://real.enamine.net/public-enum-files/Z1446878362
CC1(C)CN(CCS1(=O)=O)C(=O)C2=NNC=3C=CC=CC23,Z1401898393,307.37,307.37,0.964,-4.359,1,4,83.13,2,https://real.enamine.net/public-enum-files/Z1401898393
CC1CN(CC(C)O1)S(=O)(=O)NCC2=NC=3C=CC=CC3S2,Z237834970,341.452,341.452,3.17,-2.849,1,5,71.53,4,https://real.enamine.net/public-enum-files/Z237834970
CC1=NC(C)=C(S1)C(=O)NCCC2=CC=CS2,Z29190884,266.385,266.385,2.366,-2.636,1,2,41.99,5,https://real.enamine.net/public-enum-files/Z29190884
CC=1N=C(C=2C=CC=C(C)C2)N(CC(=O)NC(C)C3CC3)N1,Z1052620736,298.384,298.384,2.512,-3.57,1,3,59.81,6,https://real.enamine.net/public-enum-files/Z1052620736
CSC1=NN=C(SCCN2C(C)=CSC2=O)S1,Z97424078,305.468,305.468,1.429,-4.67,0,3,46.09,5,https://real.enamine.net/public-enum-files/Z97424078
CCN1N=C(C(=O)NNC(=O)C2CCCCC2)C=3C=CC=CC3C1=O,Z29554808,342.393,342.393,2.026,-5.147,2,4,90.87,4,https://real.enamine.net/public-enum-files/Z29554808
CN1CCOC(C1)C(=O)N(CC2=CC=CO2)CC3=CC=CN=C3,Z1522401504,315.368,315.368,0.931,-1.501,0,4,58.81,6,https://real.enamine.net/public-enum-files/Z1522401504
